1,4,597,2669,2669,2669,3,385,16360,16320,44,44,
2,13,597,2669,2669,2669,3,385,16360,16320,44,44,
3,14,597,2669,2669,2669,3,370,16720,16320,44,44,
4,15,612,2669,2669,2669,3,385,16360,16320,44,44,
5,20,612,2669,2669,2669,3,385,16360,16320,44,44,
6,20,612,2669,2669,2669,3,370,16720,16320,44,44,
7,20,1789,2669,2669,2669,3,385,16360,16320,44,44,
8,20,612,2669,2669,2669,3,385,16360,16320,44,44,
9,21,1789,2669,2669,2669,3,385,16360,16320,44,44,
10,21,1789,2669,2669,2669,3,370,16720,16320,44,44,
11,21,612,2669,2669,2669,3,385,16360,16320,44,44,
12,21,2622,2669,2669,2669,3,385,16360,16320,44,44,
13,22,612,2669,2669,2669,3,385,16360,16320,44,44,
14,22,612,2669,2669,2669,3,385,16360,16320,44,44,
15,28,612,2669,2669,2669,3,370,16720,16320,44,44,
16,29,612,2669,2669,2669,3,370,16720,16320,44,44,
17,29,2622,2669,2669,2669,3,385,16360,16320,44,44,
18,29,2622,2669,2669,2669,3,370,16720,16320,44,44,
19,29,1789,2669,2669,2669,3,385,16360,16320,44,44,
20,30,2654,2669,2669,2669,3,385,16360,16320,44,44,
21,30,1789,2669,2669,2669,3,385,16360,16320,44,44,
22,30,2654,2669,2669,2669,3,385,16360,16320,44,44,
23,30,1789,2669,2669,2669,3,385,16360,16320,44,44,
24,30,2654,2669,2669,2669,3,370,16720,16320,44,44,
25,31,1789,2669,2669,2669,3,370,16720,16320,44,44,
26,31,1789,2669,2669,2669,3,385,16360,16320,44,44,
27,31,2669,2072,2669,2669,3,385,16360,16320,44,44,
28,31,1789,2669,2669,2669,3,370,16720,16320,44,44,
29,31,2669,2072,2669,2669,3,385,16360,16320,44,44,
30,32,2669,2072,2669,2669,3,370,16720,16320,44,44,
31,32,2622,2669,2669,2669,3,385,16360,16320,44,44,
32,32,2622,2669,2669,2669,3,385,16360,16320,44,44,
33,32,2622,2669,2669,2669,3,385,16360,16320,44,44,
34,32,2622,2669,2669,2669,3,370,16720,16320,44,44,
35,33,2622,2669,2669,2669,3,385,16360,16320,44,44,
36,34,2622,2669,2669,2669,3,370,16720,16320,44,44,
37,35,2654,2669,2669,2669,3,385,16360,16320,44,44,
38,35,2654,2669,2669,2669,3,385,16360,16320,44,44,
39,36,2654,2669,2669,2669,3,370,16720,16320,44,44,
40,36,2654,2669,2669,2669,3,385,16360,16320,44,44,
41,37,2654,2669,2669,2669,3,385,16360,16320,44,44,
42,41,2669,2469,2669,2669,3,385,16360,16320,44,44,
43,41,2669,2469,2669,2669,3,385,16360,16320,44,44,
44,42,2654,2669,2669,2669,3,370,16720,16320,44,44,
45,42,2669,2469,2669,2669,3,370,16720,16320,44,44,
46,42,2669,2392,2669,2669,3,385,16360,16320,44,44,
