N_TASKS;N_EDGES;N_PES;N_SLOTS;N_SCHEDS;MAP_PE1;MAP_PE2;MAP_PE3;MAP_PE4;MAP_PE5;FREQ_PE1;FREQ_PE2;FREQ_PE3;FREQ_PE4;FREQ_PE5;MEM_PE1;MEM_PE2;MEM_PE3;MEM_PE4;MEM_PE5;SLOTS_PE1;SLOTS_PE2;SLOTS_PE3;SLOTS_PE4;SLOTS_PE5;MAP_T1;MAP_T2;MAP_T3;MAP_T4;MAP_T5;MAP_T6;MAP_T7;MAP_T8;TASK_SCHED;COMM_SCHED;MEMCONS_PE1;MEMCONS_PE2;MEMCONS_PE3;MEMCONS_PE4;MEMCONS_PE5;U_PE1;U_PE2;U_PE3;U_PE4;U_PE5;PERIOD_APP1;PERIOD_APP2;PERIOD_APP3;PERIOD_APP4;PERIOD_APP5;THROUGHPUT_APP1;THROUGHPUT_APP2;THROUGHPUT_APP3;THROUGHPUT_APP4;THROUGHPUT_APP5;LATENCY_APP1;LATENCY_APP2;LATENCY_APP3;LATENCY_APP4;LATENCY_APP5;cluster;

"8";"3";"5";"5";"5";"(1-0-0-0-0)";"(0-1-0-0-0)";"(0-0-1-0-0)";"(0-0-0-1-0)";"(0-0-0-0-1)";"50";"50";"50";"50";"50";"10000";"100000";"100000";"100000";"100000";"0";"0";"0";"0";"0";"(1-0-0-0-0)";"(1-0-0-0-0)";"(1-0-0-0-0)";"(1-0-0-0-0)";"@1-2-3-4@";"@0-1-2@";"0";"0";"0";"0";"0";"1000";"950";"950";"0";"0";"100";"0";"0";"0";"0";"0.01";"inf";"inf";"inf";"inf";"100";"0";"0";"0";"0";0;
