14 597 2072 
31 718 2072 
46 597 2072 
59 718 2072 
72 597 2072 
83 718 2072 
95 597 2072 
105 718 2072 
115 597 2072 
124 718 2072 
131 597 2072 
136 718 2072 
142 474 2072 
147 474 2072 
153 570 2072 
159 570 2072 
165 474 2072 
170 474 2072 
177 570 2072 
182 570 2072 
188 474 2072 
194 474 2072 
200 570 2072 
205 570 2072 
211 474 2072 
216 474 2072 
222 570 2072 
227 570 2072 
234 474 2072 
239 474 2072 
244 570 2072 
250 570 2072 
256 474 2072 
261 474 2072 
267 570 2072 
272 570 2072 
278 474 2072 
283 474 2072 
289 570 2072 
294 570 2072 
300 474 2072 
306 474 2072 
312 570 2072 
317 570 2072 
324 474 2072 
329 474 2072 
335 570 2072 
341 570 2072 
347 474 2072 
352 474 2072 
358 570 2072 
364 570 2072 
370 474 2072 
375 474 2072 
381 570 2072 
387 570 2072 
393 474 2072 
398 474 2072 
404 570 2072 
409 570 2072 
415 474 2072 
421 474 2072 
427 570 2072 
432 570 2072 
438 474 2072 
443 474 2072 
449 570 2072 
454 570 2072 
460 474 2072 
465 474 2072 
471 570 2072 
477 570 2072 
482 474 2072 
488 474 2072 
494 570 2072 
499 570 2072 
505 474 2072 
510 474 2072 
516 570 2072 
521 570 2072 
527 474 2072 
533 474 2072 
539 570 2072 
544 570 2072 
550 474 2072 
555 474 2072 
561 570 2072 
566 570 2072 
572 474 2072 
578 474 2072 
584 570 2072 
589 570 2072 
595 474 2072 
600 474 2072 
606 570 2072 
611 570 2072 
617 474 2072 
622 474 2072 
628 570 2072 
633 570 2072 
638 474 2072 
644 474 2072 
649 570 2072 
654 570 2072 
660 474 2072 
665 474 2072 
670 570 2072 
675 570 2072 
685 544 2072 
691 560 2072 
696 633 2072 
702 649 2072 
708 616 2072 
714 632 2072 
720 705 2072 
725 721 2072 
731 712 2072 
737 728 2072 
742 801 2072 
748 817 2072 
754 544 2072 
760 544 2072 
765 560 2072 
771 633 2072 
777 649 2072 
783 616 2072 
788 632 2072 
794 705 2072 
800 721 2072 
806 712 2072 
812 728 2072 
818 801 2072 
823 817 2072 
829 544 2072 
835 560 2072 
841 633 2072 
846 649 2072 
852 616 2072 
858 632 2072 
863 705 2072 
869 721 2072 
875 712 2072 
881 728 2072 
887 801 2072 
892 817 2072 
898 544 2072 
904 560 2072 
909 633 2072 
915 649 2072 
921 616 2072 
927 632 2072 
933 705 2072 
938 721 2072 
944 712 2072 
950 728 2072 
956 801 2072 
962 817 2072 
968 544 2072 
973 560 2072 
979 633 2072 
984 649 2072 
991 616 2072 
996 632 2072 
1002 705 2072 
1008 721 2072 
1014 712 2072 
1019 728 2072 
1025 801 2072 
1031 817 2072 
1037 560 2072 
1043 633 2072 
1048 649 2072 
1054 616 2072 
1060 632 2072 
