N_TASKS;N_EDGES;N_PES;N_SLOTS;N_SCHEDS;MAP_PE1;MAP_PE2;MAP_PE3;MAP_PE4;MAP_PE5;MAP_PE6;FREQ_PE1;FREQ_PE2;FREQ_PE3;FREQ_PE4;FREQ_PE5;FREQ_PE6;MEM_PE1;MEM_PE2;MEM_PE3;MEM_PE4;MEM_PE5;MEM_PE6;SLOTS_PE1;SLOTS_PE2;SLOTS_PE3;SLOTS_PE4;SLOTS_PE5;SLOTS_PE6;MAP_T1;MAP_T2;MAP_T3;MAP_T4;MAP_T5;TASK_SCHED;COMM_SCHED;MEMCONS_PE1;MEMCONS_PE2;MEMCONS_PE3;MEMCONS_PE4;MEMCONS_PE5;MEMCONS_PE6;U_PE1;U_PE2;U_PE3;U_PE4;U_PE5;U_PE6;PERIOD_APP1;THROUGHPUT_APP1;LATENCY_APP1;cluster;

"5";"4";"6";"6";"6";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(0-0-1-0-0-0)";"(0-0-0-1-0-0)";"(0-0-0-0-1-0)";"(0-0-0-0-0-1)";"50";"50";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"160000";"160000";"1";"1";"0";"0";"0";"0";"(1-0-0-0-0-0)";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"(1-0-0-0-0-0)";"(0-1-0-0-0-0)";"@1-2-4-3-5@";"@0-1-3-2@";"0";"0";"0";"0";"0";"0";"176";"823";"0";"0";"0";"0";"2349754";"4.25576e-07";"2352002";0;
