170856 284904 284904 
170856 297768 297768 
170857 290800 290800 
170857 303664 303664 
170857 507236 507236 
170858 520100 520100 
170858 513132 513132 
170858 525996 525996 
170863 302244 302244 
170864 331188 331188 
170864 308140 308140 
170865 337084 337084 
170865 524576 524576 
170865 553520 553520 
170866 530472 530472 
170866 559416 559416 
170868 284904 284904 
170869 297768 297768 
170869 290800 290800 
170870 303664 303664 
170870 507236 507236 
170871 520100 520100 
170871 513132 513132 
170871 525996 525996 
170872 302244 302244 
170873 331188 331188 
170873 308140 308140 
170874 337084 337084 
170874 524576 524576 
170875 553520 553520 
170875 530472 530472 
170876 559416 559416 
170877 284904 284904 
170878 297768 297768 
170879 290800 290800 
170880 303664 303664 
170880 507236 507236 
170881 520100 520100 
170881 513132 513132 
170881 525996 525996 
170882 302244 302244 
170883 331188 331188 
170883 308140 308140 
170884 337084 337084 
170884 524576 524576 
170885 553520 553520 
170885 530472 530472 
170885 559416 559416 
170887 284904 284904 
170888 297768 297768 
170888 290800 290800 
170889 303664 303664 
170889 507236 507236 
170890 520100 520100 
170890 513132 513132 
170890 525996 525996 
170891 302244 302244 
170891 331188 331188 
170892 308140 308140 
170892 337084 337084 
170892 524576 524576 
170893 553520 553520 
170893 530472 530472 
170893 559416 559416 
170894 284904 284904 
170895 297768 297768 
170896 290800 290800 
170896 303664 303664 
170897 507236 507236 
170897 520100 520100 
170897 513132 513132 
170898 525996 525996 
170899 302244 302244 
170899 331188 331188 
170900 308140 308140 
170900 337084 337084 
170901 524576 524576 
170901 553520 553520 
170902 530472 530472 
170903 559416 559416 
170904 284904 284904 
170905 297768 297768 
170905 290800 290800 
170906 303664 303664 
170906 507236 507236 
170907 520100 520100 
170907 513132 513132 
170908 525996 525996 
170909 302244 302244 
170910 331188 331188 
170911 308140 308140 
170912 337084 337084 
170913 524576 524576 
170914 553520 553520 
170914 530472 530472 
170915 559416 559416 
170916 284904 284904 
170918 297768 297768 
170918 290800 290800 
170919 303664 303664 
170920 507236 507236 
170920 520100 520100 
170921 513132 513132 
170922 525996 525996 
170923 302244 302244 
170924 331188 331188 
170925 308140 308140 
170925 337084 337084 
170926 524576 524576 
170927 553520 553520 
170928 530472 530472 
170928 559416 559416 
170930 284904 284904 
170930 297768 297768 
170931 290800 290800 
170931 303664 303664 
170932 507236 507236 
170932 520100 520100 
170933 513132 513132 
170933 525996 525996 
170934 302244 302244 
170934 331188 331188 
170935 308140 308140 
170936 337084 337084 
170936 524576 524576 
170937 553520 553520 
170938 530472 530472 
170938 559416 559416 
170939 284904 284904 
170940 297768 297768 
170941 290800 290800 
170941 303664 303664 
170941 507236 507236 
170942 520100 520100 
170942 513132 513132 
170942 525996 525996 
170944 302244 302244 
170944 331188 331188 
170945 308140 308140 
170945 337084 337084 
170946 524576 524576 
170946 553520 553520 
170946 530472 530472 
170947 559416 559416 
170948 284904 284904 
170948 297768 297768 
170949 290800 290800 
170949 303664 303664 
170950 507236 507236 
170950 520100 520100 
170950 513132 513132 
170951 525996 525996 
170952 302244 302244 
170953 331188 331188 
170954 308140 308140 
170954 337084 337084 
170955 524576 524576 
170956 553520 553520 
170956 530472 530472 
170957 559416 559416 
170958 284904 284904 
170959 297768 297768 
170960 290800 290800 
170960 303664 303664 
170961 507236 507236 
170961 520100 520100 
170962 513132 513132 
170962 525996 525996 
170963 302244 302244 
170964 331188 331188 
170964 308140 308140 
170964 337084 337084 
170965 524576 524576 
170965 553520 553520 
170966 530472 530472 
170966 559416 559416 
170967 284904 284904 
170967 297768 297768 
170968 290800 290800 
170968 303664 303664 
170968 507236 507236 
170969 520100 520100 
170969 513132 513132 
170970 525996 525996 
170970 302244 302244 
170971 331188 331188 
170971 308140 308140 
170972 337084 337084 
170972 524576 524576 
170973 553520 553520 
170973 530472 530472 
170973 559416 559416 
170974 284904 284904 
170975 297768 297768 
170976 290800 290800 
170976 303664 303664 
170977 507236 507236 
170977 520100 520100 
170977 513132 513132 
170978 525996 525996 
170979 302244 302244 
170979 331188 331188 
170980 308140 308140 
170980 337084 337084 
170981 524576 524576 
170981 553520 553520 
170982 530472 530472 
170982 559416 559416 
170983 284904 284904 
170983 297768 297768 
170984 290800 290800 
170984 303664 303664 
170985 507236 507236 
170985 520100 520100 
170985 513132 513132 
170986 525996 525996 
170987 302244 302244 
170987 331188 331188 
170988 308140 308140 
170988 337084 337084 
170989 524576 524576 
170989 553520 553520 
170990 530472 530472 
170990 559416 559416 
170991 284904 284904 
170992 297768 297768 
170993 290800 290800 
170993 303664 303664 
170994 507236 507236 
170994 520100 520100 
170995 513132 513132 
170995 525996 525996 
170996 302244 302244 
170997 331188 331188 
170997 308140 308140 
170998 337084 337084 
170998 524576 524576 
170999 553520 553520 
170999 530472 530472 
170999 559416 559416 
171000 284904 284904 
171001 297768 297768 
171001 290800 290800 
171001 303664 303664 
171002 507236 507236 
171002 520100 520100 
171003 513132 513132 
171003 525996 525996 
171004 302244 302244 
171004 331188 331188 
171005 308140 308140 
171005 337084 337084 
171006 524576 524576 
171006 553520 553520 
171006 530472 530472 
171007 559416 559416 
171008 284904 284904 
171009 297768 297768 
171010 290800 290800 
171010 303664 303664 
171011 507236 507236 
171011 520100 520100 
171012 513132 513132 
171012 525996 525996 
171013 302244 302244 
171014 331188 331188 
171015 308140 308140 
171015 337084 337084 
171015 524576 524576 
171016 553520 553520 
171016 530472 530472 
171016 559416 559416 
171017 284904 284904 
171018 297768 297768 
171018 290800 290800 
171019 303664 303664 
171019 507236 507236 
171020 520100 520100 
171020 513132 513132 
171020 525996 525996 
171021 302244 302244 
171022 331188 331188 
